;;;;;;;;males;;;;females;;;males;females;offspring;;;;
;;;;;;;;white eyes;;;;red eyes;;;red eyes;white eyes;;;;;
vialNr;fliesScoredBy;vialsScoredBy;population;line;mother;cross;genotype;males_whiteeyes_RG;males_whiteeyes_G;males_whiteeyes_R;males_whiteeyes_N;females_redeyes_R;females_redeyes_NR;females_redeyes_unclear;males_redeyes_unclear;females_whiteeyes_NR;offspring_unclear;unhatched;dead;mediumLooks;notes
549;;Fleur;MA;6;3;4;GD;;;;;;;;;;;8;0;fresh;5
550;;Fleur;MA;6;1;2;GD;;;;;;;;;;;0;21;brown;20
551;;Fleur;AK;2;5;5;GD;;;;;;;;;;;0;0;fresh;0
552;;Fleur;UM;5;1;2;CO;;;;;;;;;;;6;0;fresh;0
553;;Fleur;AK;1;5;3;CO;;;;;;;;;;;5;1;fresh;0
554;;Fleur;KA;3;4;1;GD;;;;;;;;;;;0;0;fresh;0
555;;Fleur;UM;4;2;2;CO;;;;;;;;;;;2;0;fresh;0
556;;Fleur;UM;5;3;3;GD;;;;;;;;;;;4;0;fresh;0
557;;Fleur;MA;6;5;3;GD;;;;;;;;;;;2;1;fresh;0
558;;Fleur;MU;1;4;5;GD;;;;;;;;;;;1;0;fresh;0
559;;Fleur;AK;4;1;2;CO;;;;;;;;;;;0;3;fresh;0
560;;Fleur;RE;3;1;4;CO;;;;;;;;;;;6;0;fresh;0
561;;Fleur;KA;3;3;4;GD;;;;;;;;;;;7;0;fresh;0
562;;Fleur;UM;3;2;4;CO;;;;;;;;;;;1;0;fresh;0
563;;Fleur;AK;2;1;3;CO;;;;;;;;;;;0;0;fresh;0
564;;Fleur;KA;2;3;3;CO;;;;;;;;;;;4;0;fresh;0
565;;Fleur;KA;7;3;4;GD;;;;;;;;;;;0;0;fresh;0
566;;Fleur;UM;5;5;2;GD;;;;;;;;;;;0;1;fresh;1
567;;Fleur;UM;5;1;3;CO;;;;;;;;;;;1;7;brown;0
568;;Fleur;MU;5;5;5;CO;;;;;;;;;;;4;0;fresh;0
569;;Fleur;MA;4;1;3;GD;;;;;;;;;;;0;0;fresh;0
570;;Fleur;MU;4;1;2;CO;;;;;;;;;;;1;0;fresh;5
571;;Fleur;AK;4;4;2;CO;;;;;;;;;;;3;0;fresh;0
572;;Fleur;UM;3;5;5;GD;;;;;;;;;;;1;1;fresh;0
573;Fleur;Fleur;KA;3;3;5;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
574;Fleur;Fleur;AK;5;1;1;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;empty
575;Fleur;Fleur;RE;1;4;5;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;empty
576;Fleur;Fleur;MA;5;3;3;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;empty
577;Fleur;Fleur;MU;4;6;5;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
578;;Fleur;MA;1;2;2;GD;;;;;;;;;;;0;18;brown;0
579;;Fleur;KA;7;6;3;GD;;;;;;;;;;;2;0;fresh;0
580;;Fleur;RE;3;4;2;GD;;;;;;;;;;;2;0;fresh;0
581;;Fleur;AK;5;4;2;GD;;;;;;;;;;;7;0;fresh;0
582;;Fleur;RE;1;1;4;CO;;;;;;;;;;;1;0;fresh;0
583;;Fleur;MA;1;2;1;CO;;;;;;;;;;;5;1;fresh;0
584;;Fleur;RE;2;4;3;GD;;;;;;;;;;;6;1;fresh;5
585;;Fleur;UM;6;1;1;GD;;;;;;;;;;;1;0;fresh;0
586;;Fleur;UM;5;4;3;GD;;;;;;;;;;;1;0;fresh;0
587;;Fleur;MU;3;3;2;GD;;;;;;;;;;;1;0;fresh;0
588;;Fleur;AK;2;1;3;GD;;;;;;;;;;;1;0;fresh;0
589;;Fleur;KA;3;2;2;CO;;;;;;;;;;;1;0;fresh;0
590;;Fleur;AK;4;5;3;GD;;;;;;;;;;;6;0;fresh;1
591;;Fleur;RE;4;2;5;CO;;;;;;;;;;;4;0;fresh;5
592;Fleur;Fleur;RE;6;3;5;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
593;Fleur;Fleur;KA;3;2;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
594;Fleur;Fleur;KA;1;5;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
595;;Fleur;KA;7;3;3;GD;;;;;;;;;;;1;0;fresh;0
596;;Fleur;AK;2;4;1;CO;;;;;;;;;;;0;8;fresh;0
597;;Fleur;UM;4;2;5;CO;;;;;;;;;;;4;0;fresh;0
598;;Fleur;KA;7;4;2;CO;;;;;;;;;;;0;1;fresh;0
599;;Fleur;AK;3;5;2;GD;;;;;;;;;;;13;0;fresh;0
600;;Fleur;UM;4;3;2;GD;;;;;;;;;;;2;0;fresh;0
601;;Fleur;KA;3;4;2;GD;;;;;;;;;;;7;0;fresh;0
602;;Fleur;UM;1;4;1;GD;;;;;;;;;;;6;0;fresh;5
603;;Fleur;MU;4;6;2;GD;;;;;;;;;;;0;1;fresh;0
604;;Fleur;UM;6;3;3;GD;;;;;;;;;;;6;0;fresh;0
605;;Fleur;AK;4;1;2;GD;;;;;;;;;;;5;0;fresh;0
606;;Fleur;KA;7;5;2;GD;;;;;;;;;;;2;1;fresh;0
607;;Fleur;KA;3;4;4;GD;;;;;;;;;;;1;0;fresh;0
608;;Fleur;MA;1;3;5;GD;;;;;;;;;;;5;0;fresh;0
609;;Fleur;RE;1;1;4;GD;;;;;;;;;;;5;1;fresh;0
610;;Fleur;RE;3;5;2;GD;;;;;;;;;;;1;0;fresh;0
611;;Fleur;KA;4;1;2;GD;;;;;;;;;;;0;0;fresh;0
612;;Fleur;RE;1;1;1;GD;;;;;;;;;;;0;0;fresh;0
613;;Fleur;KA;2;3;5;GD;;;;;;;;;;;1;1;fresh;0
614;;Fleur;AK;1;2;2;GD;;;;;;;;;;;4;0;fresh;0
615;;Fleur;RE;4;5;1;GD;;;;;;;;;;;3;2;fresh;0
616;;Fleur;MU;5;6;4;GD;;;;;;;;;;;1;0;fresh;0
617;Fleur;Fleur;MA;6;5;5;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;0
618;;Fleur;AK;2;6;4;GD;;;;;;;;;;;0;2;fresh;0
619;;Fleur;MA;7;2;4;GD;;;;;;;;;;;5;1;fresh;0
620;;Fleur;MU;5;6;5;GD;;;;;;;;;;;1;0;fresh;1
621;;Fleur;MA;6;6;5;GD;;;;;;;;;;;1;0;fresh;0
622;;Fleur;KA;2;1;5;GD;;;;;;;;;;;1;0;fresh;20
623;;Fleur;UM;1;2;4;GD;;;;;;;;;;;1;0;fresh;0
624;;Fleur;MA;1;1;5;GD;;;;;;;;;;;3;0;fresh;0
625;Fleur;Fleur;MU;1;3;5;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;empty
626;;Fleur;MU;5;6;1;GD;;;;;;;;;;;1;0;fresh;0
627;;Fleur;UM;3;4;5;GD;;;;;;;;;;;2;1;fresh;0
628;;Fleur;MA;5;3;1;CO;;;;;;;;;;;0;0;fresh;0
629;;Fleur;AK;5;4;5;CO;;;;;;;;;;;1;0;fresh;0
630;;Fleur;MA;1;6;3;GD;;;;;;;;;;;4;1;fresh;0
631;;Fleur;MA;5;6;5;CO;;;;;;;;;;;2;0;fresh;0
632;;Fleur;MU;3;5;1;CO;;;;;;;;;;;4;0;fresh;0
633;;Fleur;RE;1;2;4;CO;;;;;;;;;;;2;0;fresh;0
634;;Fleur;MA;1;5;2;CO;;;;;;;;;;;0;6;brown;0
635;;Fleur;MA;4;4;5;GD;;;;;;;;;;;0;0;fresh;5
636;;Fleur;RE;3;5;5;CO;;;;;;;;;;;2;0;fresh;0
637;;Fleur;AK;4;6;4;GD;;;;;;;;;;;0;0;fresh;0
638;;Fleur;UM;5;6;1;CO;;;;;;;;;;;2;0;fresh;0
639;;Fleur;MU;5;6;3;CO;;;;;;;;;;;0;0;fresh;0
640;;Fleur;AK;4;5;5;CO;;;;;;;;;;;1;0;fresh;0
641;;Fleur;UM;5;2;3;CO;;;;;;;;;;;1;19;brown;0
642;;Fleur;MU;6;6;1;GD;;;;;;;;;;;0;0;fresh;0
643;;Fleur;AK;2;5;5;CO;;;;;;;;;;;0;0;fresh;0
644;;Fleur;AK;1;4;1;CO;;;;;;;;;;;0;0;fresh;0
645;;Fleur;MU;4;6;2;CO;;;;;;;;;;;0;2;fresh;0
646;;Fleur;AK;1;4;5;CO;;;;;;;;;;;5;3;fresh;0
647;Fleur;Fleur;UM;5;2;1;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
648;;Fleur;UM;3;3;2;CO;;;;;;;;;;;0;1;fresh;0
649;;Fleur;MU;4;6;3;CO;;;;;;;;;;;1;0;fresh;0
650;;Fleur;RE;3;5;4;GD;;;;;;;;;;;7;1;fresh;0
651;;Fleur;UM;4;4;2;CO;;;;;;;;;;;1;1;fresh;0
652;;Fleur;MA;7;5;5;CO;;;;;;;;;;;1;0;fresh;0
653;;Fleur;UM;5;4;1;GD;;;;;;;;;;;5;0;fresh;0
654;;Fleur;KA;2;6;5;CO;;;;;;;;;;;0;1;fresh;0
655;;Fleur;KA;2;5;3;CO;;;;;;;;;;;2;0;fresh;0
656;;Fleur;AK;1;4;3;CO;;;;;;;;;;;0;0;fresh;0
657;;Fleur;MA;1;6;4;GD;;;;;;;;;;;6;3;fresh;0
658;;Fleur;MU;4;6;4;CO;;;;;;;;;;;1;1;fresh;0
659;Fleur;Fleur;AK;4;3;5;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
660;;Fleur;RE;6;4;2;GD;;;;;;;;;;;16;4;fresh;0
661;;Fleur;KA;3;3;3;GD;;;;;;;;;;;1;1;fresh;0
662;;Fleur;AK;2;6;4;CO;;;;;;;;;;;0;0;fresh;0
663;;Fleur;KA;2;3;2;CO;;;;;;;;;;;0;0;fresh;0
664;;Fleur;UM;3;4;3;CO;;;;;;;;;;;1;0;fresh;0
665;;Fleur;AK;2;2;4;CO;;;;;;;;;;;0;0;fresh;0
666;;Fleur;KA;2;6;3;GD;;;;;;;;;;;4;0;fresh;0
667;;Fleur;MU;6;5;1;CO;;;;;;;;;;;2;0;fresh;0
668;;Fleur;MU;1;6;3;CO;;;;;;;;;;;1;0;fresh;0
669;;Fleur;AK;4;3;3;CO;;;;;;;;;;;0;0;fresh;0
670;;Fleur;UM;3;6;1;CO;;;;;;;;;;;1;0;fresh;0
671;;Fleur;RE;1;2;1;CO;;;;;;;;;;;3;0;fresh;0
672;;Fleur;AK;2;6;2;CO;;;;;;;;;;;2;0;fresh;0
673;;Fleur;MA;6;6;3;CO;;;;;;;;;;;0;1;fresh;0
674;;Fleur;AK;3;5;3;CO;;;;;;;;;;;1;1;fresh;0
675;;Fleur;AK;5;3;1;GD;;;;;;;;;;;0;2;fresh;0
676;;Fleur;UM;1;1;5;GD;;;;;;;;;;;7;1;fresh;10
677;;Fleur;MU;4;5;3;CO;;;;;;;;;;;0;1;fresh;0
678;;Fleur;UM;1;5;5;CO;;;;;;;;;;;5;0;fresh;0
679;;Fleur;KA;3;5;1;CO;;;;;;;;;;;0;0;fresh;0
680;;Fleur;KA;7;6;4;CO;;;;;;;;;;;0;1;fresh;0
681;;Fleur;AK;4;3;2;CO;;;;;;;;;;;1;0;fresh;0
682;;Fleur;UM;6;3;5;CO;;;;;;;;;;;1;0;fresh;0
683;;Fleur;UM;3;6;2;CO;;;;;;;;;;;5;0;fresh;0
684;;Fleur;RE;1;2;3;CO;;;;;;;;;;;7;0;fresh;0
685;;Fleur;UM;3;3;3;CO;;;;;;;;;;;0;0;fresh;0
686;;Fleur;UM;3;1;1;GD;;;;;;;;;;;3;0;fresh;0
687;;Fleur;MU;4;5;5;CO;;;;;;;;;;;2;1;fresh;0
688;;Fleur;UM;6;4;5;GD;;;;;;;;;;;8;0;fresh;0
689;;Fleur;MA;5;5;5;CO;;;;;;;;;;;0;1;fresh;0
690;;Fleur;MA;5;3;4;CO;;;;;;;;;;;0;0;fresh;0
691;;Fleur;RE;3;3;4;GD;;;;;;;;;;;0;0;fresh;0
692;;Fleur;KA;7;6;2;GD;;;;;;;;;;;3;9;brown;0
693;;Fleur;AK;5;2;5;CO;;;;;;;;;;;0;0;fresh;0
694;Fleur;Fleur;AK;5;4;1;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
695;;Fleur;MU;6;5;4;CO;;;;;;;;;;;1;2;fresh;0
696;;Fleur;MA;5;5;2;CO;;;;;;;;;;;2;0;fresh;0
697;;Fleur;AK;5;3;3;GD;;;;;;;;;;;8;0;fresh;0
698;;Fleur;AK;2;1;1;GD;;;;;;;;;;;3;0;fresh;0
699;;Fleur;UM;4;4;4;CO;;;;;;;;;;;0;0;fresh;0
700;;Fleur;MU;4;2;2;GD;;;;;;;;;;;15;0;fresh;0
701;;Fleur;UM;5;3;4;GD;;;;;;;;;;;7;0;brown;0
702;;Fleur;MU;4;4;5;GD;;;;;;;;;;;1;0;fresh;0
703;;Fleur;AK;2;5;3;CO;;;;;;;;;;;3;0;fresh;0
704;;Fleur;RE;6;2;4;GD;;;;;;;;;;;3;1;fresh;0
705;;Fleur;AK;3;2;2;GD;;;;;;;;;;;1;2;fresh;0
706;;Fleur;KA;2;6;5;GD;;;;;;;;;;;4;0;fresh;0
707;;Fleur;MU;5;4;2;GD;;;;;;;;;;;0;2;fresh;0
708;Fleur;Fleur;MA;7;4;2;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;empty
709;;Fleur;MA;6;5;2;GD;;;;;;;;;;;0;0;fresh;0
710;;Fleur;MU;4;2;5;GD;;;;;;;;;;;2;0;fresh;0
711;;Fleur;UM;1;5;4;CO;;;;;;;;;;;1;0;fresh;0
712;;Fleur;UM;6;3;2;CO;;;;;;;;;;;0;1;fresh;0
713;;Fleur;UM;6;2;5;GD;;;;;;;;;;;10;0;fresh;0
714;;Fleur;KA;7;6;2;CO;;;;;;;;;;;1;0;fresh;0
715;;Fleur;UM;6;3;2;GD;;;;;;;;;;;3;4;fresh;0
716;;Fleur;MA;5;6;3;GD;;;;;;;;;;;1;0;fresh;0
717;;Fleur;RE;3;4;2;CO;;;;;;;;;;;0;0;fresh;0
718;;Fleur;UM;6;4;3;CO;;;;;;;;;;;1;0;fresh;0
719;;Fleur;MA;1;6;1;GD;;;;;;;;;;;0;0;fresh;15
720;;Fleur;MA;4;6;4;CO;;;;;;;;;;;0;0;fresh;0
721;;Fleur;MA;5;3;5;GD;;;;;;;;;;;5;1;fresh;0
722;;Fleur;UM;6;6;3;GD;;;;;;;;;;;3;0;fresh;0
723;;Fleur;MU;6;5;1;GD;;;;;;;;;;;7;6;fresh;0
724;;Fleur;MU;1;3;4;CO;;;;;;;;;;;0;0;fresh;0
725;;Fleur;MA;1;6;5;GD;;;;;;;;;;;3;0;fresh;0
726;;Fleur;AK;3;5;3;GD;;;;;;;;;;;3;0;fresh;0
727;;Fleur;RE;1;3;4;CO;;;;;;;;;;;1;0;fresh;0
728;;Fleur;MU;4;5;3;GD;;;;;;;;;;;3;0;fresh;0
729;Fleur;Fleur;MA;5;3;3;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
730;;Fleur;MA;6;3;4;CO;;;;;;;;;;;3;0;fresh;0
731;;Fleur;KA;1;4;5;GD;;;;;;;;;;;3;0;fresh;0
732;;Fleur;AK;5;3;5;GD;;;;;;;;;;;5;0;fresh;0
733;;Fleur;KA;1;4;4;GD;;;;;;;;;;;1;0;fresh;0
734;;Fleur;RE;4;3;1;GD;;;;;;;;;;;8;0;fresh;0
735;;Fleur;KA;2;4;1;GD;;;;;;;;;;;2;0;fresh;0
736;Fleur;Fleur;UM;4;5;1;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;empty
737;;Fleur;KA;1;3;2;GD;;;;;;;;;;;4;38;brown;0
738;;Fleur;UM;4;6;5;CO;;;;;;;;;;;0;2;fresh;0
739;;Fleur;MA;6;3;2;CO;;;;;;;;;;;1;1;fresh;0
740;;Fleur;KA;1;1;5;GD;;;;;;;;;;;3;0;fresh;0
741;;Fleur;AK;5;6;1;CO;;;;;;;;;;;0;1;fresh;0
742;;Fleur;AK;2;5;4;CO;;;;;;;;;;;5;0;fresh;0
743;Fleur;Fleur;MA;6;6;2;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
744;;Fleur;AK;2;6;5;CO;;;;;;;;;;;4;0;fresh;0
745;;Fleur;MA;6;6;5;CO;;;;;;;;;;;0;0;fresh;0
746;;Fleur;MU;3;1;3;GD;;;;;;;;;;;9;0;fresh;0
747;;Fleur;KA;7;6;3;CO;;;;;;;;;;;8;3;fresh;0
748;;Fleur;MU;5;3;5;GD;;;;;;;;;;;10;4;fresh;0
749;;Fleur;MU;1;2;4;GD;;;;;;;;;;;4;1;fresh;0
750;;Fleur;AK;4;6;3;GD;;;;;;;;;;;1;0;fresh;0
751;;Fleur;RE;1;3;2;CO;;;;;;;;;;;0;0;fresh;0
752;;Fleur;MA;7;6;4;GD;;;;;;;;;;;3;0;fresh;0
753;;Fleur;UM;3;4;1;GD;;;;;;;;;;;6;0;fresh;0
754;;Fleur;RE;6;4;5;GD;;;;;;;;;;;3;0;fresh;0
755;;Fleur;UM;3;3;5;CO;;;;;;;;;;;0;0;fresh;0
756;;Fleur;KA;4;4;5;GD;;;;;;;;;;;1;0;fresh;5
757;Fleur;Fleur;MA;4;4;4;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
758;;Fleur;KA;1;3;5;CO;;;;;;;;;;;15;18;brown;0
759;;Fleur;KA;2;5;1;CO;;;;;;;;;;;0;0;fresh;0
760;;Fleur;AK;3;5;1;CO;;;;;;;;;;;0;0;fresh;0
761;;Fleur;KA;4;6;3;GD;;;;;;;;;;;1;0;fresh;0
762;;Fleur;KA;4;4;1;GD;;;;;;;;;;;0;1;fresh;0
763;Fleur;Fleur;UM;6;3;1;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
764;Fleur;Fleur;AK;2;4;5;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
765;;Fleur;KA;2;3;1;CO;;;;;;;;;;;0;0;fresh;0
766;;Fleur;KA;2;3;4;CO;;;;;;;;;;;4;1;fresh;0
767;;Fleur;MU;5;2;3;GD;;;;;;;;;;;2;2;fresh;0
768;;Fleur;MU;5;6;1;CO;;;;;;;;;;;5;0;fresh;0
769;;Fleur;UM;3;4;1;CO;;;;;;;;;;;0;0;fresh;0
770;;Fleur;RE;3;5;3;CO;;;;;;;;;;;1;0;fresh;0
771;;Fleur;RE;4;3;5;CO;;;;;;;;;;;8;0;fresh;0
772;;Fleur;UM;4;4;5;CO;;;;;;;;;;;0;1;fresh;0
773;;Fleur;UM;6;1;5;GD;;;;;;;;;;;7;0;fresh;0
774;;Fleur;MA;7;2;5;GD;;;;;;;;;;;4;1;fresh;0
775;;Fleur;KA;7;4;3;CO;;;;;;;;;;;2;0;fresh;0
776;;Fleur;MA;6;3;1;CO;;;;;;;;;;;4;0;fresh;0
777;;Fleur;MU;1;3;1;CO;;;;;;;;;;;1;22;brown;20
778;;Fleur;MU;1;2;2;CO;;;;;;;;;;;1;1;fresh;0
779;;Fleur;MU;6;5;2;GD;;;;;;;;;;;9;0;fresh;0
780;;Fleur;RE;6;6;5;CO;;;;;;;;;;;0;5;fresh;10
781;;Fleur;AK;2;5;2;CO;;;;;;;;;;;3;0;fresh;0
782;;Fleur;MU;3;5;2;CO;;;;;;;;;;;4;0;fresh;0
783;;Fleur;KA;3;5;4;CO;;;;;;;;;;;0;0;fresh;0
784;;Fleur;UM;1;6;4;CO;;;;;;;;;;;13;0;fresh;5
785;;Fleur;UM;1;5;1;CO;;;;;;;;;;;4;0;fresh;5
786;;Fleur;UM;3;3;2;GD;;;;;;;;;;;2;0;fresh;0
787;;Fleur;MU;6;5;3;CO;;;;;;;;;;;1;0;fresh;20
788;;Fleur;UM;3;3;1;CO;;;;;;;;;;;0;0;fresh;0
789;;Fleur;AK;2;5;1;CO;;;;;;;;;;;0;0;fresh;0
790;;Fleur;MU;1;3;5;CO;;;;;;;;;;;0;11;brown;0
791;;Fleur;UM;1;5;2;CO;;;;;;;;;;;9;0;fresh;10
792;;Fleur;AK;3;1;4;GD;;;;;;;;;;;0;0;fresh;0
793;;Fleur;AK;2;1;5;GD;;;;;;;;;;;2;0;fresh;0
794;;Fleur;AK;3;3;3;CO;;;;;;;;;;;0;0;fresh;0
795;;Fleur;AK;3;3;4;GD;;;;;;;;;;;2;0;fresh;0
796;;Fleur;RE;6;5;4;GD;;;;;;;;;;;2;0;fresh;0
797;;Fleur;AK;3;3;2;CO;;;;;;;;;;;2;1;fresh;0
798;;Fleur;MU;3;3;5;GD;;;;;;;;;;;0;0;fresh;0
799;;Fleur;KA;1;2;1;GD;;;;;;;;;;;0;0;fresh;0
800;;Fleur;RE;4;3;4;CO;;;;;;;;;;;1;17;brown;0
801;;Fleur;RE;4;2;4;GD;;;;;;;;;;;5;0;fresh;0
802;;Fleur;RE;4;5;3;GD;;;;;;;;;;;5;3;fresh;0
803;;Fleur;MU;6;4;5;GD;;;;;;;;;;;3;2;fresh;0
804;;Fleur;MU;6;6;2;CO;;;;;;;;;;;2;1;fresh;5
805;;Fleur;UM;1;5;2;GD;;;;;;;;;;;3;0;fresh;0
806;;Fleur;AK;3;4;4;GD;;;;;;;;;;;0;0;fresh;0
807;;Fleur;MU;6;6;4;CO;;;;;;;;;;;0;0;fresh;5
808;;Fleur;KA;7;6;4;GD;;;;;;;;;;;24;0;fresh;0
809;;Fleur;KA;2;5;2;CO;;;;;;;;;;;2;0;fresh;5
810;;Fleur;UM;3;4;3;GD;;;;;;;;;;;9;42;fresh;0
811;;Fleur;RE;3;5;5;GD;;;;;;;;;;;5;0;fresh;0
812;;Fleur;UM;1;5;3;GD;;;;;;;;;;;3;0;fresh;5
813;;Fleur;RE;1;5;3;GD;;;;;;;;;;;12;0;fresh;0
814;;Fleur;KA;7;5;1;CO;;;;;;;;;;;3;0;fresh;0
815;;Fleur;MA;1;3;3;GD;;;;;;;;;;;2;1;fresh;0
816;;Fleur;KA;4;6;2;CO;;;;;;;;;;;1;1;fresh;5
817;;Fleur;MU;3;4;1;GD;;;;;;;;;;;1;0;fresh;0
818;;Fleur;KA;1;3;3;CO;;;;;;;;;;;0;0;fresh;0
819;;Fleur;UM;3;4;4;GD;;;;;;;;;;;5;0;fresh;0
820;;Fleur;UM;5;4;4;GD;;;;;;;;;;;1;0;fresh;0
821;;Fleur;MA;1;5;4;CO;;;;;;;;;;;0;0;fresh;0
822;;Fleur;RE;4;4;3;GD;;;;;;;;;;;3;1;fresh;0
823;;Fleur;KA;1;4;1;GD;;;;;;;;;;;1;0;fresh;0
824;;Fleur;KA;4;4;1;CO;;;;;;;;;;;2;0;fresh;0
825;;Fleur;RE;6;4;3;GD;;;;;;;;;;;3;0;fresh;0
826;;Fleur;MA;6;6;1;CO;;;;;;;;;;;3;1;fresh;0
827;;Fleur;UM;3;3;5;GD;;;;;;;;;;;3;0;fresh;0
828;;Fleur;UM;4;4;4;GD;;;;;;;;;;;2;0;fresh;0
829;;Fleur;RE;6;4;2;CO;;;;;;;;;;;1;0;fresh;0
830;;Fleur;UM;4;5;5;GD;;;;;;;;;;;0;1;fresh;0
831;;Fleur;RE;4;3;2;GD;;;;;;;;;;;4;1;fresh;5
832;;Fleur;RE;3;3;5;GD;;;;;;;;;;;2;0;fresh;0
833;;Fleur;MU;6;5;5;CO;;;;;;;;;;;3;0;fresh;0
834;;Fleur;UM;6;6;1;CO;;;;;;;;;;;3;0;fresh;0
835;;Fleur;MU;1;6;4;CO;;;;;;;;;;;5;0;fresh;0
836;;Fleur;KA;1;4;3;GD;;;;;;;;;;;0;0;fresh;0
837;Fleur;Fleur;AK;5;6;3;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;empty
838;Fleur;Fleur;UM;5;6;5;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
839;Fleur;Fleur;RE;4;3;2;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
840;;Fleur;AK;3;5;5;GD;;;;;;;;;;;1;0;fresh;0
841;;Fleur;MU;3;4;2;GD;;;;;;;;;;;0;0;fresh;0
842;;Fleur;RE;6;4;5;CO;;;;;;;;;;;3;0;fresh;0
843;;Fleur;MA;7;5;4;CO;;;;;;;;;;;9;0;fresh;0
844;;Fleur;AK;1;6;2;CO;;;;;;;;;;;1;1;fresh;0
845;;Fleur;MU;3;4;1;CO;;;;;;;;;;;0;1;fresh;0
846;;Fleur;MU;6;6;3;CO;;;;;;;;;;;4;0;fresh;0
847;;Fleur;KA;3;4;5;GD;;;;;;;;;;;5;1;fresh;0
848;;Fleur;UM;5;2;2;CO;;;;;;;;;;;3;0;fresh;0
849;;Fleur;MU;6;6;3;GD;;;;;;;;;;;4;5;fresh;0
850;;Fleur;MU;5;6;4;CO;;;;;;;;;;;1;0;fresh;0
851;;Fleur;MU;1;2;3;GD;;;;;;;;;;;3;0;fresh;0
852;;Fleur;AK;4;4;4;CO;;;;;;;;;;;1;0;fresh;0
853;;Fleur;AK;3;4;2;GD;;;;;;;;;;;5;0;fresh;0
854;;Fleur;MA;4;3;5;GD;;;;;;;;;;;2;1;fresh;0
855;;Fleur;RE;6;6;2;CO;;;;;;;;;;;0;0;fresh;0
856;;Fleur;MU;1;3;4;GD;;;;;;;;;;;1;0;fresh;0
857;;Fleur;RE;4;4;2;CO;;;;;;;;;;;1;1;fresh;0
858;;Fleur;AK;4;4;3;GD;;;;;;;;;;;4;0;fresh;0
859;;Fleur;KA;2;3;2;GD;;;;;;;;;;;3;0;fresh;5
860;;Fleur;UM;4;6;4;CO;;;;;;;;;;;0;0;fresh;0
861;;Fleur;RE;3;4;4;CO;;;;;;;;;;;1;1;fresh;0
862;;Fleur;MU;3;4;3;CO;;;;;;;;;;;0;0;fresh;0
863;;Fleur;MA;7;5;4;GD;;;;;;;;;;;0;2;fresh;0
864;;Fleur;KA;1;3;5;GD;;;;;;;;;;;2;0;fresh;0
865;;Fleur;KA;1;4;2;GD;;;;;;;;;;;3;0;fresh;0
866;;Fleur;KA;3;1;2;GD;;;;;;;;;;;5;1;fresh;5
867;;Fleur;RE;1;1;3;GD;;;;;;;;;;;0;0;fresh;0
868;;Fleur;AK;5;4;4;CO;;;;;;;;;;;0;0;fresh;0
869;;Fleur;KA;1;5;2;CO;;;;;;;;;;;0;0;fresh;0
870;;Fleur;RE;4;3;4;GD;;;;;;;;;;;4;0;fresh;10
871;;Fleur;KA;1;3;4;CO;;;;;;;;;;;5;3;fresh;0
872;;Fleur;KA;1;3;2;CO;;;;;;;;;;;4;0;fresh;0
873;;Fleur;AK;4;6;2;GD;;;;;;;;;;;2;1;fresh;0
874;;Fleur;UM;5;2;5;CO;;;;;;;;;;;1;0;fresh;0
875;;Fleur;UM;3;4;5;CO;;;;;;;;;;;3;0;fresh;5
876;Fleur;Fleur;AK;1;3;2;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
877;Fleur;Fleur;RE;1;3;1;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
878;;Fleur;MA;5;5;4;CO;;;;;;;;;;;1;0;fresh;0
879;;Fleur;MA;7;6;4;CO;;;;;;;;;;;8;0;fresh;0
880;;Fleur;KA;2;4;3;GD;;;;;;;;;;;6;0;fresh;0
881;;Fleur;MA;1;4;2;CO;;;;;;;;;;;0;0;fresh;0
882;;Fleur;UM;6;6;3;CO;;;;;;;;;;;0;1;fresh;0
